Donor,ISO3,Recipient,Economic Development,WHO Region,HEALTH POLICY & ADMIN. MANAGEMENT,MDG6,Other Health Purposes,RH & FP,"Disbursements, Million, 2010 constant US$ (2010-2011)"
Denmark,PSE,West Bank and Gaza Strip,LMICs,Not UN, -   , -   , 0.79 , -   , 0.79 
Denmark,YEM,Yemen,LDCs,Emr, -   , -   , 0.78 , -   , 0.78 
Denmark,GNB,Guinea-Bissau,LDCs,Afr, -   , -   , 0.68 , -   , 0.68 
Denmark,PAK,Pakistan,LMICs,Emr, -   , -   , 0.59 , -   , 0.59 
Denmark,BEN,Benin,LDCs,Afr, -   , 0.48 , -   , -   , 0.48 
Denmark,COD,Democratic Republic of the Congo,LDCs,Afr, -   , -   , 0.44 , -   , 0.44 
Denmark,NIC,Nicaragua,LMICs,Amr, -   , 0.29 , -   , 0.00 , 0.29 
Denmark,KGZ,Kyrgyzstan,Other LICs,Eur, -   , -   , 0.28 , -   , 0.28 
Denmark,BGD,Bangladesh,LDCs,Sear, -   , 0.03 , 0.24 , -   , 0.28 
Denmark,EGY,Egypt,LMICs,Emr, -   , -   , -   , 0.22 , 0.22 
Denmark,IND,India,LMICs,Sear, -   , 0.04 , 0.18 , -   , 0.22 
Denmark,SWZ,Swaziland,LMICs,Afr, -   , 0.19 , -   , -   , 0.19 
Denmark,SLE,Sierra Leone,LDCs,Afr, -   , 0.16 , -   , -   , 0.16 
Denmark,COG,Congo,LMICs,Afr, -   , 0.12 , -   , -   , 0.12 
Denmark,JOR,Jordan,UMICs,Emr, -   , -   , 0.09 , -   , 0.09 
Denmark,THA,Thailand,UMICs,Sear, -   , -   , 0.08 , -   , 0.08 
Denmark,MDG,Madagascar,LDCs,Afr, -   , 0.06 , -   , -   , 0.06 
Denmark,BTN,Bhutan,LDCs,Sear, -   , -   , 0.05 , -   , 0.05 
Denmark,GIN,Guinea,LDCs,Afr, -   , 0.04 , -   , -   , 0.04 
Denmark,KAZ,Kazakhstan,UMICs,Eur, -   , 0.04 , -   , -   , 0.04 
Denmark,CHN,China,UMICs,Wpr, -   , -   , 0.02 , -   , 0.02 
Denmark,NGA,Nigeria,LMICs,Afr, -   , 0.01 , -   , -   , 0.01 
Denmark,SOM,Somalia,LDCs,Emr, -   , 0.01 , -   , -   , 0.01 
Denmark,RWA,Rwanda,LDCs,Afr, -   , 0.01 , -   , -   , 0.01 
Denmark,AGO,Angola,LDCs,Afr, -   , 0.00 , -   , -   , 0.00 
Denmark,CMR,Cameroon,LMICs,Afr, -   , 0.00 , -   , -   , 0.00 
Denmark,MAR,Morocco,LMICs,Emr, -   , -   , -   , -   , -   
Denmark,NAM,Namibia,UMICs,Afr, -   , -   , -   , -   , -   
Denmark,PHL,Philippines,LMICs,Wpr, -   , -   , -   , -   , -   
EU Institutions,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 89.85 , 33.30 , 29.34 , 7.43 , 159.93 
EU Institutions,AFG,Afghanistan,LDCs,Emr, 3.76 , -   , 81.66 , -   , 85.42 
EU Institutions,IND,India,LMICs,Sear, 0.50 , 3.46 , 77.10 , -   , 81.06 
EU Institutions,EGY,Egypt,LMICs,Emr, 54.47 , -   , 0.29 , -   , 54.76 
EU Institutions,ZAF,South Africa,UMICs,Afr, 1.01 , 3.72 , 48.01 , -   , 52.74 
EU Institutions,COD,Democratic Republic of the Congo,LDCs,Afr, 0.88 , 0.04 , 49.31 , -   , 50.23 
EU Institutions,BGD,Bangladesh,LDCs,Sear, 6.19 , 0.13 , 34.17 , 1.05 , 41.54 
EU Institutions,MDA,Republic of Moldova,LMICs,Eur, 22.66 , -   , 17.91 , -   , 40.56 
EU Institutions,SRB,Serbia,UMICs,Eur, 25.53 , -   , 9.00 , 0.42 , 34.95 
EU Institutions,MAR,Morocco,LMICs,Emr, 31.50 , -   , 0.91 , -   , 32.40 
EU Institutions,NGA,Nigeria,LMICs,Afr, 4.86 , 20.95 , 4.62 , 1.89 , 32.32 
EU Institutions,PHL,Philippines,LMICs,Wpr, 8.91 , -   , 21.67 , 1.49 , 32.07 
EU Institutions,MOZ,Mozambique,LDCs,Afr, 9.57 , 12.01 , 9.02 , -   , 30.59 
EU Institutions,ZWE,Zimbabwe,Other LICs,Afr, 0.94 , 2.12 , 20.50 , 1.70 , 25.27 
EU Institutions,NER,Niger,LDCs,Afr, 2.83 , 0.07 , 20.39 , -   , 23.29 
EU Institutions,ZMB,Zambia,LDCs,Afr, 0.78 , 2.59 , 13.10 , -   , 16.47 
EU Institutions,MMR,Myanmar,LDCs,Sear, 0.10 , 6.76 , 7.74 , 0.24 , 14.85 
EU Institutions,LCA,Saint Lucia,UMICs,Amr, -   , -   , 13.97 , -   , 13.97 
EU Institutions,KEN,Kenya,Other LICs,Afr, 0.08 , 2.47 , 5.48 , 5.17 , 13.19 
EU Institutions,BDI,Burundi,LDCs,Afr, 3.84 , -   , 9.24 , -   , 13.09 
EU Institutions,SWZ,Swaziland,LMICs,Afr, 0.10 , 1.33 , 10.41 , -   , 11.85 
EU Institutions,SLE,Sierra Leone,LDCs,Afr, 1.77 , -   , 8.69 , 1.29 , 11.75 
EU Institutions,VNM,Viet Nam,LMICs,Wpr, 0.45 , 0.37 , 10.75 , -   , 11.57 
EU Institutions,YEM,Yemen,LDCs,Emr, 4.06 , 0.22 , 4.85 , 2.39 , 11.53 
EU Institutions,LBY,Libya,UMICs,Emr, 8.28 , 2.77 , -   , -   , 11.04 
EU Institutions,PSE,West Bank and Gaza Strip,LMICs,Not UN, 0.14 , -   , 9.70 , -   , 9.84 
EU Institutions,LBR,Liberia,LDCs,Afr, 0.66 , -   , 8.05 , -   , 8.71 
EU Institutions,IDN,Indonesia,LMICs,Sear, -   , 1.16 , 6.33 , 0.17 , 7.67 
EU Institutions,IRQ,Iraq,LMICs,Emr, -   , -   , 7.30 , -   , 7.30 
EU Institutions,KHM,Cambodia,LDCs,Wpr, -   , -   , 5.26 , 0.86 , 6.11 
EU Institutions,GEO,Georgia,LMICs,Eur, 1.00 , 0.09 , 4.56 , 0.04 , 5.69 
EU Institutions,SOM,Somalia,LDCs,Emr, 0.38 , 0.25 , 2.26 , 2.59 , 5.49 
EU Institutions,MLI,Mali,LDCs,Afr, 1.23 , 1.21 , 2.90 , -   , 5.33 
EU Institutions,CAF,Central African Republic,LDCs,Afr, -   , -   , 5.27 , -   , 5.27 
EU Institutions,GHA,Ghana,LMICs,Afr, 0.36 , 4.69 , -   , -   , 5.05 
EU Institutions,SYR,Syrian Arab Republic,LMICs,Emr, 2.04 , -   , 2.84 , -   , 4.87 
EU Institutions,TCD,Chad,LDCs,Afr, 3.22 , 0.19 , 1.44 , -   , 4.85 
EU Institutions,THA,Thailand,UMICs,Sear, 0.80 , 1.46 , 2.04 , 0.43 , 4.74 
EU Institutions,TZA,United Republic of Tanzania,LDCs,Afr, 0.05 , 3.63 , 1.00 , 0.01 , 4.70 
EU Institutions,NIC,Nicaragua,LMICs,Amr, 0.48 , 0.73 , 2.61 , 0.68 , 4.50 
EU Institutions,COG,Congo,LMICs,Afr, 0.68 , 0.40 , 3.40 , -   , 4.48 
EU Institutions,UGA,Uganda,LDCs,Afr, -   , -   , 3.09 , 1.31 , 4.40 
EU Institutions,GIN,Guinea,LDCs,Afr, 0.15 , 0.69 , 3.33 , -   , 4.17 
EU Institutions,NPL,Nepal,LDCs,Sear, 1.14 , 0.36 , 1.90 , 0.57 , 3.98 
EU Institutions,ETH,Ethiopia,LDCs,Afr, -   , 0.37 , 1.34 , 1.31 , 3.02 
EU Institutions,UNK,Kosovo (SCR 1244 (1999)),LMICs,Not UN, 0.53 , -   , 2.40 , -   , 2.93 
EU Institutions,TJK,Tajikistan,Other LICs,Eur, 1.53 , 0.29 , 1.07 , -   , 2.89 
EU Institutions,PER,Peru,UMICs,Amr, 0.27 , 0.05 , 1.65 , 0.44 , 2.41 
EU Institutions,BLR,Belarus,UMICs,Eur, 0.60 , -   , 1.72 , -   , 2.32 
EU Institutions,BOL,Bolivia (Plurinational State of),LMICs,Amr, 0.56 , -   , 0.84 , 0.85 , 2.25 
EU Institutions,PAK,Pakistan,LMICs,Emr, 0.25 , 0.20 , -   , 1.72 , 2.16 
EU Institutions,LAO,Lao People's Democratic Republic,LDCs,Wpr, 0.19 , -   , 1.89 , 0.09 , 2.16 
EU Institutions,STP,Sao Tome and Principe,LDCs,Afr, 0.26 , -   , 1.58 , 0.33 , 2.16 
EU Institutions,PRK,Democratic People's Republic of Korea,Other LICs,Sear, -   , -   , 2.14 , -   , 2.14 
EU Institutions,AZE,Azerbaijan,UMICs,Eur, 1.53 , -   , 0.42 , -   , 1.95 
EU Institutions,BIH,Bosnia and Herzegovina,UMICs,Eur, 1.88 , 0.03 , -   , -   , 1.90 
EU Institutions,CPV,Cape Verde,LMICs,Afr, 1.62 , -   , 0.18 , -   , 1.80 
EU Institutions,GNB,Guinea-Bissau,LDCs,Afr, 0.63 , -   , 1.10 , -   , 1.73 
EU Institutions,CIV,Côte d'Ivoire,LMICs,Afr, 0.89 , 0.06 , 0.75 , -   , 1.70 
EU Institutions,MEX,Mexico,UMICs,Amr, -   , 0.01 , 1.68 , -   , 1.69 
EU Institutions,AGO,Angola,LDCs,Afr, 0.02 , 0.21 , 1.42 , -   , 1.65 
EU Institutions,KAZ,Kazakhstan,UMICs,Eur, 0.36 , 0.47 , 0.02 , 0.80 , 1.64 
EU Institutions,TUN,Tunisia,UMICs,Emr, 1.30 , -   , 0.30 , -   , 1.60 
EU Institutions,ARM,Armenia,LMICs,Eur, 1.38 , -   , 0.20 , -   , 1.58 
EU Institutions,LSO,Lesotho,LDCs,Afr, 0.10 , 1.08 , 0.35 , -   , 1.54 
EU Institutions,MRT,Mauritania,LDCs,Afr, 0.95 , -   , 0.56 , -   , 1.51 
EU Institutions,DZA,Algeria,UMICs,Afr, 0.11 , -   , 1.40 , -   , 1.51 
EU Institutions,TGO,Togo,LDCs,Afr, -   , 0.61 , 0.84 , -   , 1.46 
EU Institutions,MWI,Malawi,LDCs,Afr, -   , 0.38 , 1.07 , -   , 1.45 
EU Institutions,SEN,Senegal,LDCs,Afr, 1.38 , 0.05 , -   , -   , 1.43 
EU Institutions,HTI,Haiti,LDCs,Amr, 0.79 , -   , 0.63 , -   , 1.42 
EU Institutions,CMR,Cameroon,LMICs,Afr, 0.14 , 0.67 , 0.58 , -   , 1.39 
EU Institutions,CHN,China,UMICs,Wpr, -   , 0.35 , 1.01 , -   , 1.36 
EU Institutions,UKR,Ukraine,LMICs,Eur, 0.33 , 1.01 , -   , -   , 1.34 
EU Institutions,MDG,Madagascar,LDCs,Afr, -   , 0.19 , 0.55 , 0.53 , 1.27 
EU Institutions,ECU,Ecuador,UMICs,Amr, 0.10 , 0.95 , 0.18 , -   , 1.23 
EU Institutions,DOM,Dominican Republic,UMICs,Amr, 0.70 , -   , 0.25 , 0.27 , 1.21 
EU Institutions,VEN,Venezuela (Bolivarian Republic of),UMICs,Amr, 0.01 , -   , 0.60 , 0.53 , 1.14 
EU Institutions,MNE,Montenegro,UMICs,Eur, 0.70 , -   , 0.40 , -   , 1.10 
EU Institutions,SLV,El Salvador,LMICs,Amr, 0.93 , -   , 0.17 , -   , 1.10 
EU Institutions,BEN,Benin,LDCs,Afr, 1.07 , -   , 0.02 , -   , 1.09 
EU Institutions,PNG,Papua New Guinea,LMICs,Wpr, -   , -   , 1.08 , -   , 1.08 
EU Institutions,GTM,Guatemala,LMICs,Amr, -   , -   , 0.44 , 0.61 , 1.05 
EU Institutions,MKD,The former Yugoslav Republic of Macedonia,UMICs,Eur, -   , 0.98 , 0.05 , -   , 1.03 
EU Institutions,JOR,Jordan,UMICs,Emr, 0.57 , -   , 0.15 , 0.31 , 1.03 
EU Institutions,ARG,Argentina,UMICs,Amr, -   , 0.01 , 0.80 , 0.18 , 0.98 
EU Institutions,TLS,Timor-Leste,LDCs,Sear, 0.22 , -   , 0.05 , 0.68 , 0.96 
EU Institutions,LKA,Sri Lanka,LMICs,Sear, 0.07 , -   , -   , 0.86 , 0.93 
EU Institutions,RWA,Rwanda,LDCs,Afr, -   , -   , 0.86 , -   , 0.86 
EU Institutions,ALB,Albania,UMICs,Eur, 0.54 , -   , 0.07 , -   , 0.60 
EU Institutions,NAM,Namibia,UMICs,Afr, 0.03 , 0.29 , 0.18 , 0.06 , 0.56 
EU Institutions,BFA,Burkina Faso,LDCs,Afr, -   , 0.08 , 0.47 , -   , 0.55 
EU Institutions,GAB,Gabon,UMICs,Afr, 0.45 , -   , -   , -   , 0.45 
EU Institutions,BRA,Brazil,UMICs,Amr, 0.38 , -   , -   , -   , 0.38 
EU Institutions,URY,Uruguay,UMICs,Amr, -   , 0.12 , 0.26 , -   , 0.38 
EU Institutions,HND,Honduras,LMICs,Amr, -   , -   , 0.32 , -   , 0.32 
EU Institutions,LBN,Lebanon,UMICs,Emr, 0.29 , -   , -   , -   , 0.29 
EU Institutions,KIR,Kiribati,LDCs,Wpr, -   , -   , 0.23 , -   , 0.23 
EU Institutions,MUS,Mauritius,UMICs,Afr, -   , 0.10 , 0.13 , -   , 0.23 
EU Institutions,MNG,Mongolia,LMICs,Wpr, -   , -   , 0.22 , -   , 0.22 
EU Institutions,SDN,Sudan,LDCs,Emr, 0.16 , -   , -   , -   , 0.16 
EU Institutions,COM,Comoros,LDCs,Afr, -   , -   , 0.16 , -   , 0.16 
EU Institutions,BWA,Botswana,UMICs,Afr, -   , 0.16 , -   , -   , 0.16 
EU Institutions,UZB,Uzbekistan,LMICs,Eur, -   , -   , 0.15 , -   , 0.15 
EU Institutions,CUB,Cuba,UMICs,Amr, -   , 0.15 , -   , -   , 0.15 
EU Institutions,VCT,Saint Vincent and the Grenadines,UMICs,Amr, 0.09 , -   , -   , -   , 0.09 
EU Institutions,KGZ,Kyrgyzstan,Other LICs,Eur, -   , -   , 0.08 , -   , 0.08 
EU Institutions,IRN,Iran (Islamic Republic of),UMICs,Emr, -   , 0.07 , -   , -   , 0.07 
EU Institutions,BTN,Bhutan,LDCs,Sear, -   , -   , 0.07 , -   , 0.07 
EU Institutions,COL,Colombia,UMICs,Amr, 0.04 , -   , -   , -   , 0.04 
EU Institutions,SUR,Suriname,UMICs,Amr, -   , -   , 0.03 , -   , 0.03 
EU Institutions,WSM,Samoa,LDCs,Wpr, -   , 0.00 , -   , -   , 0.00 
EU Institutions,DJI,Djibouti,LDCs,Emr, -   , -   , -   , -   , -   
EU Institutions,TUR,Turkey,UMICs,Eur, -   , -   , -   , -   , -   
Finland,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 14.60 , 0.04 , 2.53 , 4.52 , 21.70 
Finland,NIC,Nicaragua,LMICs,Amr, 6.87 , -   , 0.02 , 4.66 , 11.55 
Finland,MOZ,Mozambique,LDCs,Afr, 4.77 , -   , 0.66 , -   , 5.43 
Finland,AFG,Afghanistan,LDCs,Emr, -   , 0.52 , 1.22 , 1.03 , 2.78 
Finland,SOM,Somalia,LDCs,Emr, -   , 0.24 , 1.88 , 0.09 , 2.22 
Finland,TZA,United Republic of Tanzania,LDCs,Afr, 0.19 , 0.40 , 1.60 , -   , 2.19 
Finland,NAM,Namibia,UMICs,Afr, -   , -   , 2.01 , -   , 2.01 
Finland,LKA,Sri Lanka,LMICs,Sear, 0.29 , -   , 1.34 , -   , 1.63 
Finland,NPL,Nepal,LDCs,Sear, -   , -   , 0.95 , 0.36 , 1.31 
Finland,UGA,Uganda,LDCs,Afr, -   , 1.20 , 0.08 , -   , 1.28 
Finland,PER,Peru,UMICs,Amr, -   , 0.23 , 0.86 , 0.07 , 1.17 
Finland,PRK,Democratic People's Republic of Korea,Other LICs,Sear, -   , -   , 1.09 , -   , 1.09 
Finland,ETH,Ethiopia,LDCs,Afr, -   , -   , 0.96 , -   , 0.96 
Finland,MWI,Malawi,LDCs,Afr, -   , 0.11 , 0.47 , 0.36 , 0.94 
Finland,CHN,China,UMICs,Wpr, -   , -   , 0.84 , -   , 0.84 
Finland,TJK,Tajikistan,Other LICs,Eur, -   , 0.12 , 0.64 , -   , 0.76 
Finland,VNM,Viet Nam,LMICs,Wpr, -   , -   , 0.63 , -   , 0.63 
Finland,IND,India,LMICs,Sear, -   , 0.29 , 0.29 , -   , 0.58 
Finland,KGZ,Kyrgyzstan,Other LICs,Eur, -   , 0.22 , 0.27 , -   , 0.49 
Finland,PAK,Pakistan,LMICs,Emr, -   , 0.11 , 0.32 , 0.01 , 0.44 
Finland,BEN,Benin,LDCs,Afr, -   , -   , 0.43 , -   , 0.43 
Finland,MNG,Mongolia,LMICs,Wpr, -   , -   , 0.42 , -   , 0.42 
Finland,LBN,Lebanon,UMICs,Emr, -   , -   , 0.37 , 0.04 , 0.41 
Finland,EGY,Egypt,LMICs,Emr, 0.32 , 0.04 , 0.05 , -   , 0.41 
Finland,BDI,Burundi,LDCs,Afr, -   , -   , 0.39 , -   , 0.39 
Finland,LBR,Liberia,LDCs,Afr, -   , -   , 0.37 , -   , 0.37 
Finland,HND,Honduras,LMICs,Amr, -   , 0.15 , 0.21 , -   , 0.37 
Finland,NGA,Nigeria,LMICs,Afr, -   , -   , 0.19 , 0.12 , 0.31 
Finland,SDN,Sudan,LDCs,Emr, -   , -   , 0.27 , 0.05 , 0.31 
Finland,CRI,Costa Rica,UMICs,Amr, -   , -   , 0.31 , -   , 0.31 
Finland,ZWE,Zimbabwe,Other LICs,Afr, -   , -   , 0.30 , -   , 0.30 
Finland,SLE,Sierra Leone,LDCs,Afr, -   , 0.30 , -   , -   , 0.30 
Finland,KHM,Cambodia,LDCs,Wpr, -   , -   , 0.28 , -   , 0.28 
Finland,COD,Democratic Republic of the Congo,LDCs,Afr, -   , -   , 0.25 , -   , 0.25 
Finland,MMR,Myanmar,LDCs,Sear, -   , -   , 0.25 , -   , 0.25 
Finland,ZAF,South Africa,UMICs,Afr, -   , 0.24 , -   , -   , 0.24 
Finland,TLS,Timor-Leste,LDCs,Sear, -   , -   , 0.24 , -   , 0.24 
Finland,BGD,Bangladesh,LDCs,Sear, -   , -   , 0.22 , -   , 0.22 
Finland,MDA,Republic of Moldova,LMICs,Eur, 0.19 , -   , 0.02 , -   , 0.21 
Finland,CAF,Central African Republic,LDCs,Afr, -   , -   , 0.19 , -   , 0.19 
Finland,KEN,Kenya,Other LICs,Afr, 0.18 , -   , -   , -   , 0.18 
Finland,PSE,West Bank and Gaza Strip,LMICs,Not UN, -   , -   , 0.18 , -   , 0.18 
Finland,ERI,Eritrea,LDCs,Afr, -   , -   , -   , 0.13 , 0.13 
Finland,LSO,Lesotho,LDCs,Afr, -   , 0.13 , -   , -   , 0.13 
Finland,BWA,Botswana,UMICs,Afr, -   , -   , 0.10 , -   , 0.10 
Finland,AGO,Angola,LDCs,Afr, -   , -   , 0.07 , 0.03 , 0.09 
Finland,GTM,Guatemala,LMICs,Amr, -   , 0.09 , -   , -   , 0.09 
Finland,MYS,Malaysia,UMICs,Wpr, -   , 0.00 , 0.03 , -   , 0.03 
Finland,UZB,Uzbekistan,LMICs,Eur, -   , -   , 0.03 , -   , 0.03 
Finland,SYR,Syrian Arab Republic,LMICs,Emr, -   , -   , 0.03 , -   , 0.03 
Finland,TUR,Turkey,UMICs,Eur, 0.02 , -   , -   , -   , 0.02 
Finland,COL,Colombia,UMICs,Amr, -   , 0.02 , -   , -   , 0.02 
Finland,BRA,Brazil,UMICs,Amr, -   , -   , 0.01 , -   , 0.01 
Finland,CMR,Cameroon,LMICs,Afr, -   , -   , -   , -   , -   
Finland,CUB,Cuba,UMICs,Amr, -   , -   , -   , -   , -   
Finland,MRT,Mauritania,LDCs,Afr, -   , -   , -   , -   , -   
France,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 25.95 , 28.72 , 250.64 , 22.54 , 327.85 
France,MAR,Morocco,LMICs,Emr, 7.47 , 1.21 , 33.56 , -   , 42.24 
France,KEN,Kenya,Other LICs,Afr, 1.12 , 0.18 , 24.51 , -   , 25.80 
France,BFA,Burkina Faso,LDCs,Afr, 1.97 , 13.36 , 5.82 , 0.00 , 21.14 
France,SEN,Senegal,LDCs,Afr, 9.46 , 6.97 , 2.96 , -   , 19.39 
France,BEN,Benin,LDCs,Afr, 1.55 , 5.58 , 5.19 , -   , 12.33 
France,LKA,Sri Lanka,LMICs,Sear, 11.64 , -   , -   , -   , 11.64 
France,CIV,Côte d'Ivoire,LMICs,Afr, 0.63 , 6.76 , 3.64 , -   , 11.04 
France,MLI,Mali,LDCs,Afr, 2.21 , 0.91 , 7.72 , -   , 10.85 
France,CMR,Cameroon,LMICs,Afr, 0.87 , 7.29 , 1.04 , -   , 9.20 
France,MDG,Madagascar,LDCs,Afr, 3.38 , 0.03 , 1.42 , 3.97 , 8.79 
France,SUR,Suriname,UMICs,Amr, -   , -   , 7.94 , -   , 7.94 
France,THA,Thailand,UMICs,Sear, 0.29 , 7.62 , 0.02 , -   , 7.94 
France,MOZ,Mozambique,LDCs,Afr, 5.34 , 0.48 , 0.67 , -   , 6.48 
France,KHM,Cambodia,LDCs,Wpr, 3.72 , 0.86 , 0.98 , -   , 5.57 
France,NER,Niger,LDCs,Afr, 4.84 , 0.49 , 0.10 , -   , 5.43 
France,COM,Comoros,LDCs,Afr, 0.73 , -   , 4.62 , 0.04 , 5.39 
France,LAO,Lao People's Democratic Republic,LDCs,Wpr, 0.65 , 0.67 , 3.93 , -   , 5.25 
France,AFG,Afghanistan,LDCs,Emr, 0.01 , 1.96 , 3.26 , -   , 5.23 
France,GAB,Gabon,UMICs,Afr, 1.34 , 2.51 , 1.35 , -   , 5.20 
France,ZAF,South Africa,UMICs,Afr, 0.29 , 1.36 , 3.38 , -   , 5.03 
France,CAF,Central African Republic,LDCs,Afr, 0.68 , 1.23 , 2.88 , -   , 4.79 
France,LBN,Lebanon,UMICs,Emr, 1.34 , -   , 2.91 , -   , 4.25 
France,TGO,Togo,LDCs,Afr, 1.57 , 1.58 , 0.69 , -   , 3.84 
France,TCD,Chad,LDCs,Afr, 0.29 , 0.34 , 2.86 , -   , 3.49 
France,BOL,Bolivia (Plurinational State of),LMICs,Amr, 0.37 , 3.01 , 0.01 , -   , 3.39 
France,BRA,Brazil,UMICs,Amr, 0.79 , 1.30 , 1.11 , -   , 3.20 
France,VNM,Viet Nam,LMICs,Wpr, 0.88 , 1.22 , 1.06 , -   , 3.15 
France,EGY,Egypt,LMICs,Emr, 0.79 , 0.93 , 0.98 , -   , 2.70 
France,PSE,West Bank and Gaza Strip,LMICs,Not UN, 0.98 , -   , 1.18 , -   , 2.16 
France,HTI,Haiti,LDCs,Amr, 0.69 , 0.30 , 0.87 , 0.29 , 2.14 
France,DJI,Djibouti,LDCs,Emr, -   , -   , 2.09 , -   , 2.09 
France,CHN,China,UMICs,Wpr, 0.57 , 0.95 , 0.50 , -   , 2.02 
France,COG,Congo,LMICs,Afr, 0.75 , 0.28 , 0.83 , -   , 1.86 
France,MEX,Mexico,UMICs,Amr, 1.79 , -   , 0.02 , -   , 1.81 
France,PER,Peru,UMICs,Amr, 0.04 , 1.26 , 0.15 , -   , 1.45 
France,BDI,Burundi,LDCs,Afr, 0.63 , 0.64 , 0.12 , -   , 1.39 
France,SDN,Sudan,LDCs,Emr, 0.59 , -   , 0.64 , -   , 1.23 
